,_unit_id,airline_sentiment,text
13914,681679072,negative,USER-MENTION ok. pilots are looking for agents - they jumped out / flt 5350 dfw / this is crazy
13915,681679073,negative,USER-MENTION no you're not you're trying to book me past when i need 2 arrive but you're still selling seats on the day i'm trying 2 travel
13916,681679074,negative,USER-MENTION because you won't get our bags for us because you said they would go on to cincinnati even though we can't. who exactly is
13917,681679075,negative,USER-MENTION you all should really be ashamed. the entire business class cabin is empty and almost all of first class
13918,681679076,negative,USER-MENTION you could only get us on a flight 30 minutes before the funeral starts. we're stranded in dallas w/o luggage for 2 days
13919,681679077,negative,"USER-MENTION just cancelled flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service"
13920,681679078,negative,"USER-MENTION thanks - i note some, but not all, flights are cancelled flightled - are only some aircraft/runways working out of dfw today/tomorrow?"
13921,681679079,negative,USER-MENTION we knew it was not going to leave but we had 6 hours waiting that was the hurry
13922,681679080,negative,USER-MENTION we tried. we are headed to a funeral in cincinnati and your people didn't even tell us we could get on standby.
13923,681679081,negative,USER-MENTION they don't even give an option to hold just say lines are busy plz try late flightr
13924,681679082,negative,USER-MENTION i will be writing a very detailed letter to you all about this experience today. i have never experienced such awful cs ever
13925,681679083,negative,"USER-MENTION the delay is nothing but the personnel being so combative up to the point of saying ""what's the hury, the plane is not leaving"
13926,681679084,negative,USER-MENTION delta rerouted 6 of my bags onto aa977 mia-cur. how can i see if they made it onto the flight?
13927,681679085,negative,USER-MENTION would have been nice if the agents were at the very least courteous since the delay was aa's fault
13928,681679086,neutral,USER-MENTION your logo looks like 3d glasses.
13929,681679087,negative,USER-MENTION no private msg me and will provide details u really need customer svc training for your staff
13930,681679088,negative,USER-MENTION and let flt 2350 know i'm coming / gate crew have yet to arrive to let us off flt 5350 dfw
13931,681679089,negative,USER-MENTION you guys should really improve the service experience with your on site personnel. this has been one of the worst experiences.
13932,681679090,negative,USER-MENTION USER-MENTION are killing me. over 3 hours to get no human to help me.
13933,681679091,negative,USER-MENTION 1 ticket agent servicing at least 60 people on line. waiting for an hour and a half and your phones hang up on people.
13934,681679092,negative,"USER-MENTION yeah, rebooked for tomorrow morning. but extremely disappointed to miss a wedding."
13935,681679093,positive,USER-MENTION americanview new paint scheme looks great! usairways URL
13936,681679094,negative,"USER-MENTION thanks for the call on my cancelled flightled flight, not! flight booking problems me for tues no good weather caused me 2 leave early"
13937,681679095,negative,"USER-MENTION on plane for jfk-&gt;sfo, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?"
13938,681679096,negative,USER-MENTION waiting for you to pick up coming up on 3 hours now URL
13939,681679097,negative,USER-MENTION hey flight 5350 in dfw stuck at gate with no gate agent. plane full of people missing connections.
13940,681679098,negative,USER-MENTION so we've now been driving across dfw for over 90mins. that's half fucking way to texarkana! shouldhavedriven
13941,681679099,negative,USER-MENTION can you tell me why all flights from xna 2 dfw are cancelled flightled for tomorrow morning already?
13942,681679100,positive,USER-MENTION thank you for the update!
13943,681679101,negative,USER-MENTION pathetic service
13944,681679102,neutral,USER-MENTION dallas/fort worth flight number 5320
13945,681679103,negative,"USER-MENTION oh it can get better apparently. after making us wait for a gate, psych!! now we need you to de-ice before coming to the gate!!"
13946,681679104,neutral,USER-MENTION if you could get the gate crew to help us off flt 5350 that would be great
13947,681679105,negative,USER-MENTION is the situation at jfk this evening is going to get better or worse ? do not cancelled flight a flight like yesterday after 8h delayed
13948,681679106,negative,USER-MENTION ya but u weren't sitting on the plane.
13949,681679107,negative,USER-MENTION i know you can't control weather but you can control how you treat customers shafted
13950,681679108,negative,USER-MENTION i have tried to talk to someone for almost 6 hrs! you cancelled flightled my flight and you won't pick up the phone. pathetic &amp; very sad
13951,681679109,neutral,USER-MENTION yes. he's in the next flight
13952,681679110,negative,USER-MENTION several hrs late flight and 140 characters won't do it. cheers though
13953,681679111,negative,"USER-MENTION my wife's flight is cancelled flightled, told to call. no one answers. how do we book a flight? help us please"
13954,681679112,negative,USER-MENTION not in any way that i am happy with or find acceptable. if i could speak to a human maybe that would happen
13955,681679113,negative,USER-MENTION hi my flight to dfw 2463 was cancelled flightled tonight. called in and left my number for call back it's been 3hrs please help.
13956,681679114,neutral,"USER-MENTION hi, i have my name, email, and aadvantage , but website won't let me reset password. can we troubleshoot together? thanks!"
13957,681679115,neutral,USER-MENTION still looking as we speak.
13958,681679116,negative,"USER-MENTION we're on aa1401 landed at 8:55pm in miami, but waiting for a gate. can someone on your team help us out?!"
13959,681679117,negative,USER-MENTION - where are my bags? baggage claim c25 or c26 (flt# 959)?? i can see the plane from here? why does it take 25 min???
13960,681679118,negative,"USER-MENTION is there only one call centre? i know it's busy right now, really need to speak to agent not computer"
13961,681679119,negative,USER-MENTION you guys fail again all i need to do is use my voucher for a ticket but i can't do it online yourphonesystemsucks
13962,681679120,positive,USER-MENTION shout-out to all the ground crews working in the cold! thanks for what y'all do. (&amp; social media team for customer service)
13963,681679121,positive,USER-MENTION i fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation
13964,681679122,negative,"USER-MENTION we've been on hold for over 4 hrs, you cancelled flighted flt 2222 phl-dfw. need assistance!!!"
13965,681679123,positive,USER-MENTION thanks to marie for reflight booking problems me and my friends!!! i'm cali bound thanks to this sweet angel! blessed
13966,681679124,negative,USER-MENTION their flights into buffalo as well -- you were the only flight cancelled flightled!!!
13967,681679125,negative,"USER-MENTION -- this is after you cancelled flightled our flight into buffalo because of ""weather"" and lied to us and said other airlines cancelled flightled"
13968,681679126,neutral,"USER-MENTION know that i could use that for a flight into canada. by they time they figured it out, it was too late flight to check our bags"
13969,681679127,negative,USER-MENTION dropping the ball. again. no catering. plane switch. no gate attendant. 2 hours late flight. really nice.
13970,681679128,neutral,USER-MENTION its adolfo garcia
13971,681679129,neutral,"USER-MENTION my friend needs some help on her flt (she's not on twiiter), can i dm you her info?"
13972,681679130,negative,"USER-MENTION my flight from vcp to jfk was delayed and now it has been cancelled flighted, what should i do?"
13973,681679131,positive,USER-MENTION hats off to admiral lounge attendant @ yyz terminal 3 who gave her banana to our toddler when none avail elsewhere.
13974,681679132,negative,"USER-MENTION ""we'll drop off your luggage 24 hours after your flight"" is ridiculous."
13975,681679133,neutral,USER-MENTION thanks. bummer. poor planning on my part. i assume the card in passbook won't work either?
13976,681679134,negative,"USER-MENTION you should be more timely with bags that missed a flight, people need their undies the next morning!"
13977,681679135,positive,USER-MENTION i tried that. they won't book us with another airline. i wish i had flown with you! we are now stuck in fl til weds.
13978,681679136,neutral,USER-MENTION a true americanview the national mall URL
13979,681679137,negative,"USER-MENTION seriously, you hate USER-MENTION since they can't accommodate you due to inclemental weather disruptions? lol, very funny"
13980,681679138,negative,USER-MENTION gotta be worse than USER-MENTION w/ on time departures. i rushed back to terminal c for 8:25 flight but they haven't strtd boarding.
13981,681679139,neutral,USER-MENTION i know you are getting pummeled tonight USER-MENTION we were one of the lucky out of USER-MENTION just one more USER-MENTION
13982,681679140,neutral,USER-MENTION and gold status too.
13983,681679141,negative,USER-MENTION in car gng to dfw. pulled over 1hr ago - very icy roads. on-hold with aa since 1hr. can't reach arpt for aa2450. wat 2 do?
13984,681679142,negative,USER-MENTION was told at 7pm my bags would 1000% be at my house by 9pm. well they're not and i continue to be lied to.
13985,681679143,negative,USER-MENTION won't answer the reservation line! nice service. we may be stuck
13986,681679144,negative,USER-MENTION it's not your agents; it's your voice activated system that's not working right. and no email on cancelled flightlation. lots of problems
13987,681679145,negative,"USER-MENTION i was on flt 2222 tomorrow, they moved me to 750. i need it moved to tuesday. the roads won't be better for flight 750. thanks"
13988,681679146,neutral,USER-MENTION i'm on 1058 tmrw from cun dfw. final dest'n is ord. seeing freezing rain in dfw all morning. should i change my connection?
13989,681679147,negative,USER-MENTION no other (what should be valid) circle pacific itineraries can be booked either - always makes all us dest. invalid 4 last leg
13990,681679148,negative,USER-MENTION i am trying to add my tsa pre check number to my reservation online and don't see an option to do that ?? nosecuritylines
13991,681679149,negative,USER-MENTION you have the poorest trained employees at these desks. i haven't even started to discuss the lostluggage yet
13992,681679150,negative,USER-MENTION none of your sample itineraries can actually be booked URL every last leg back to us says invalid
13993,681679151,positive,USER-MENTION i'm booked for tuesday night. 60 degrees in alabama right now. i'm good. stay warm and safe.
13994,681679152,negative,USER-MENTION so plot thickens. we're on plane but no ground crew to get us off gate. apparently under the weather in large numbers
13995,681679153,negative,USER-MENTION 800 number will not even let you wait for next customer rep. very frustrating. can't talk to humans.
13996,681679154,negative,USER-MENTION what happened?? we didn't get a notification about a departure cancelled flightation tomorrow. why will it take 2 hrs to talk to someone
13997,681679155,neutral,USER-MENTION you set a schedule try and keep it !!! aaalwayslate flight
13998,681679156,negative,"USER-MENTION USER-MENTION , to my surprise ba doesn't have me registered in the system , i was getting hopeful emo-neg , lets step it up , okay ?"
13999,681679157,negative,USER-MENTION unfortunately that is not true. a robot apologizes and hangs up. so how do i get help?
14000,681679158,positive,"USER-MENTION thanks for the reply, but a functioning plane four hours ago was the only way to do that. the staff was friendly, tho."
14001,681679159,positive,thank you for sending more details USER-MENTION they're pretty handy dandy. more info here: URL lookforwardtoflywithaa
14002,681679160,negative,USER-MENTION aa223 being ignored
14003,681679161,negative,"USER-MENTION fyi twice now i've tried the ""we'll call you when someone is free"" thing. both times it called, i picked up, then it hung up."
14004,681679162,negative,USER-MENTION that's the number i called -it wouldn't let me speak to an agent because of the issues with weather today
14005,681679163,negative,USER-MENTION usually raving about the service to lax. your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6f
14006,681679164,negative,"USER-MENTION USER-MENTION just so you know, reservations team has a 2+ hr callback time"
14007,681679165,neutral,USER-MENTION what do kids aged 11 and 12 need to fly with aa internally within the usa. thanks for confirming
14008,681679166,negative,USER-MENTION absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed.
14009,681679167,negative,"USER-MENTION i didn't miss my flight. american airlines gave my ticket, as well as 6 other passengers tickets away. not my fault."
14010,681679168,neutral,USER-MENTION please help aa 2258 monday cancelled flightled. can you advise on reflight booking problems / refund. have children and need to make plans now
14011,681679169,neutral,USER-MENTION dm sent. answer me please
14012,681679170,negative,"USER-MENTION i really want to get home. tonight, preferably. please stop delaying my plane americanairlines"
14013,681679171,negative,USER-MENTION is profiting in the billions and throwing crap at the people who put them there. american is a hurting brand
14014,681679172,negative,USER-MENTION i've never witnessed such covert tactics from an airline.
14015,681679173,negative,USER-MENTION you cancelled flightled my wife's flight and she has to call but your service won't even let us. going on 7 hours now.
14016,681679174,negative,USER-MENTION it shouldn't happen but did and has put us and our gear in jeopardy. what steps do you take to protect customers if their items
14017,681679175,neutral,USER-MENTION american airlines.
14018,681679176,negative,USER-MENTION all of these issues are not based on weather or things that are out of your control. these issues are based on negligence.
14019,681679177,negative,USER-MENTION the worst air experience i have ever had and i am not in the first plane yet.
14020,681679178,neutral,USER-MENTION i just dmed you
14021,681679179,neutral,USER-MENTION why is it most first class passengers now request the sand which from coach ?
14022,681679180,positive,USER-MENTION USER-MENTION good luck at dfw this evening aa!
14023,681679181,negative,USER-MENTION so we have a cancelled flightled flight in about twelve hours. maybe we'll have heard from an aa rep at that point.
14024,681679182,negative,"USER-MENTION on hold for 3 hours got an agent, immediately txfd me to change cncdld flight told it would be 1 min, 80 min late flightr, waiting"
14025,681679183,positive,USER-MENTION awesome customer service on 390 from rdu. they snuck my wife a warm cookie. thx!
14026,681679184,negative,USER-MENTION flight attendants on aa2402 were spectacular.fed the entire cabin then food from coach. why do you keep serving this vile food
14027,681679185,negative,"USER-MENTION USER-MENTION i just wish that a team member would pick up the phone at this point, let alone be courteous or helpful"
14028,681679186,negative,"USER-MENTION seriously, pls pls bring more people up to help us! there are still flights to ord frm dfw and i want in URL"
14029,681679187,negative,USER-MENTION USER-MENTION i have followed and dm'd you. . . please respond to my concern too. really disappointed with customer service.
14030,681679188,negative,"USER-MENTION to add, i have to get up to go to work tomorrow am. i don't like having to wait up until 12 or late flightr. cs sucks."
14031,681679189,negative,"USER-MENTION just when i thought you guys were done messing up, you make it worse. your airline ruins hopes and dreams."
14032,681679190,neutral,USER-MENTION flight 1512 (n924an) departs USER-MENTION enroute to USER-MENTION URL
14033,681679191,negative,USER-MENTION approaching three hours sitting in the plane on the ground at dfw on americanairlines flight 3056 - oscar performance
14034,681679192,negative,"USER-MENTION - we have; they were useless. baggage service called before 9 to tell us we would have bags by 3. now, maybe midnight."
14035,681679193,neutral,USER-MENTION checking into a flight on your website is about as easy as asking a bear to shit in a toilet justsaying
14036,681679194,negative,USER-MENTION makes some small improvements and retains their program they win all. they keep the crappy food and change advantage they lose
14037,681679195,negative,USER-MENTION aa 2258 why have you cancelled flightled our flight without courtesy of notifying us or alternatives? very poor.
14038,681679196,negative,USER-MENTION how have you not loaded our luggage on the plane and were over an hour delayed? flight293
14039,681679197,negative,USER-MENTION i spent $600 on my flight. could have gone on USER-MENTION for $382 but their mileage program sucks.
14040,681679198,negative,"USER-MENTION plz bring more agents up to dfw aa cstmr srvc ctr gates a, there are only 2 agents and 100+ ppl URL"
14041,681679199,negative,USER-MENTION the food served on aa2402 was vile and gross.the entire cabin did not eat their meal. survey the flight crew. another gross out
14042,681679200,negative,USER-MENTION the bags arent even loaded on the plane??? flight293
14043,681679201,negative,USER-MENTION never got an update and we had the worst communication from u. our flight delay was mechanical and not a word. poorservice
14044,681679202,negative,"USER-MENTION looks like i have. best i can hope for i guess. it's on us air, so i don't think i'll get miles on alaska. which sucks."
14045,681679203,negative,USER-MENTION my navy sisters flight 2470 cancld. she can't get an agent. they've called her back to be put on hold &amp; then discnct.any help?
14046,681679204,negative,USER-MENTION my wife &amp; infant daughter are on aa3195 abi-dfw. en route but delayed. can y all hold aa1458 to rdu so they can connect?
14047,681679205,neutral,USER-MENTION educate bohol is a 501(c)(3) w/all volunteer staff. i can help the kids or buy a plane ticket--i can't do both. can you help?
14048,681679206,negative,USER-MENTION anxious to see how you all care for customers you ve inconvenienced cancelled flightledflight
14049,681679207,negative,"USER-MENTION also the problem is not calling us at all. other airlines send an automatic call and email, and they rebook as a courtesy."
14050,681679208,negative,"USER-MENTION why can't you handle your customers needs? cancelled flightled flight, 800 number leads to a quick ""goodbye"" very sad!"
14051,681679209,negative,USER-MENTION very upset that i cannot select seats for tuesday flight online or over the phone. terrible customer service emo-neg please help!
14052,681679210,neutral,"USER-MENTION i need to get from albuquerque, nm, usa, to cebu, philippines. i'm providing educational help for 800 kids. can you help me?"
14053,681679211,negative,USER-MENTION already did &amp; an automated voice told us to wait 2 hours. they have yet to call back.
14054,681679212,negative,USER-MENTION you changed my aadvantage travel plans &amp; i called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. what gives?
14055,681679213,negative,"USER-MENTION yes, for tomorrow at 9 am. but i have to work though i'm really mad about the situation"
14056,681679214,negative,"USER-MENTION whenever i cheat on you it goes horribly wrong! i promise, i won't stray anymore. i'm talking about you USER-MENTION"
14057,681679215,negative,"USER-MENTION USER-MENTION between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer"
14058,681679216,negative,USER-MENTION i need help with a reservation purchased on USER-MENTION but operated on USER-MENTION can't get through on the 800#
14059,681679217,negative,USER-MENTION flight from dfw to lit tomorrow has been cancelled flightled. what do i do next? pls advise. help
14060,681679218,negative,USER-MENTION how can you not be taking calls? i need to change my flight!
14061,681679219,negative,USER-MENTION my flight i have reserved for tomorrow has been cancelled flightled. can i cancelled flight my reservation and get a full refund?
14062,681679220,positive,USER-MENTION thanks to fa shawn for spectacular service on flt 79 lhrdfw and to fa susan for such a warm engaging onboard welcome
14063,681679221,negative,USER-MENTION i can't choose a seat online because i booked on USER-MENTION ??? smh
14064,681679222,negative,USER-MENTION it wasn't really about the delay. it was more about being told the engine needed to be troubleshot. makes a person paranoid.
14065,681679223,negative,"USER-MENTION ""overweight"" flight = you sold more tickets than you had seats. we all know that. let's call it what it is."
14066,681679224,neutral,"USER-MENTION USER-MENTION how,about moreUSER-MENTION too!!"
14067,681679225,negative,USER-MENTION at jfk flight to boston delayed 20 min waiting for catering they are boarding flight to lax waiting for over and hour wtf?
14068,681679226,negative,"USER-MENTION yes, it says my reservation cannot be retrieved at this time. also i never got an email from aa saying my flight was cancelled flightled."
14069,681679227,negative,USER-MENTION can you help with my cancelled flightled flight -- i'd like to book another flight i've been on hold for 95 minutes and counting
14070,681679228,positive,USER-MENTION i ended up on a flight to la my fourth time on standby. thanks! URL
14071,681679229,negative,USER-MENTION been waiting on hold for more than an hour
14072,681679230,negative,USER-MENTION thanks. now my carry on that you guys insisted be checked at the gate is missing. won't be here till late flight tomorrow morning.
14073,681679231,positive,"USER-MENTION that's ok, thanks for letting me know. appreciate all the responses."
14074,681679232,negative,USER-MENTION spoke too soon. 30 min late flightr still waiting for bags to load. some sympathy would be appreciated at the very least.
14075,681679233,neutral,USER-MENTION USER-MENTION sean if you look at the aa schedule it sometimes gives you a clue if new'airplanes are used. they are gr8
14076,681679234,positive,USER-MENTION thanks for the show!
14077,681679235,negative,"USER-MENTION well done, you have taken the fun out of air travel USER-MENTION"
14078,681679236,positive,USER-MENTION no worries even though i was talking about seat assignment emo-pos
14079,681679237,neutral,"USER-MENTION USER-MENTION this looks like jfk - had a great pic of the oneworld jets lined up on the opposite side air berlin, lan and aa."
14080,681679238,negative,"USER-MENTION been trying to call all day, get hung up on every time. your guys are horrible!"
14081,681679239,negative,"USER-MENTION USER-MENTION see, james, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
14082,681679240,neutral,USER-MENTION USER-MENTION i did hear a last call for boarding of this flight when i was at jfk a few hours ago. good luck w/flights!
14083,681679241,negative,"USER-MENTION , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you cancelled flight a flight?, ridiculous USER-MENTION"
14084,681679242,negative,USER-MENTION USER-MENTION not a valid response in 2015 for a multinational corp whose profits are measured in billions. stop understaffing!
14085,681679243,neutral,"USER-MENTION yo, could that be a catering truck before mine eyes? unmoving? URL"
14086,681679244,negative,USER-MENTION USER-MENTION this is an international airline that experienced record profits last quarter. but they can't staff a call center
14087,681679245,positive,USER-MENTION great seats on this aircraft!
14088,681679246,negative,is rudeness and poor customers service a job requirement at USER-MENTION ? been waiting 28hrs and still haven't even seen one plane
14089,681679247,neutral,USER-MENTION both pictures taken at the same time but which is right? totallyconfused URL
14090,681679248,negative,USER-MENTION aa919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. surreal!
14091,681679249,neutral,USER-MENTION 901 miami to rio to participate at USER-MENTION representing USER-MENTION yourstoryhere
14092,681679250,negative,USER-MENTION a worker just checked for ice on our plane using his cell phone flashlight! really?! come on!
14093,681679251,neutral,USER-MENTION USER-MENTION are you now flying 763s to madrid from jfk or is this dfw/ord? huge !!
14094,681679252,negative,USER-MENTION the wine served in usairways flights are watered down somehow right out of the bottles.
14095,681679253,neutral,USER-MENTION who's your pick for best picture? i don't want to board your airline until i know
14096,681679254,negative,USER-MENTION we have 3 more passengers with me there are two more reservation numbers
14097,681679255,negative,"USER-MENTION USER-MENTION no, profit maximization is your top priority. nothing else even registers for you dinosaurs"
14098,681679256,neutral,USER-MENTION 8:30 departure? sure. is there a catering strike at jfk? USER-MENTION USER-MENTION USER-MENTION URL
14099,681679257,neutral,"USER-MENTION USER-MENTION , so what would be a file number that works , needs to be 10 characters , email me derek.austinUSER-MENTION easier"
14100,681679258,negative,"USER-MENTION USER-MENTION ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our twitter bot cares? or"
14101,681679259,negative,USER-MENTION flight293 was supposed to depart at 745 and at 815 we still have not boarded.
14102,681679260,negative,USER-MENTION you have the worst customer service of any airlines i've ever encountered. flat out awful
14103,681679261,negative,"USER-MENTION USER-MENTION why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got"
14104,681679262,positive,USER-MENTION done!! thank you so much!!
14105,681679263,negative,USER-MENTION nice aa employee making skillful excuses about late flightness due to catering snafu URL
14106,681679264,negative,USER-MENTION then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? wow. uncool &amp; untrue
14107,681679265,negative,USER-MENTION 24 hrs &amp; 2 cncld flights late flightr i've landed in phl. now 30 mins &amp; counting on tarmac waiting for gate. pls do better than this.
14108,681679266,negative,"USER-MENTION delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. still no bag. aa URL"
14109,681679267,negative,"USER-MENTION yeah, try harder. no catering truck in sight. can we just leave now w/o the food won't eat anyway?"
14110,681679268,negative,USER-MENTION this is awful customer service.
14111,681679269,positive,USER-MENTION everything's good now brothaaaaaa
14112,681679270,negative,USER-MENTION its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired
14113,681679271,neutral,USER-MENTION 740pm wheels up to be exact. i'm sending a dm.
14114,681679272,negative,USER-MENTION USER-MENTION translation: we don't reinvest our mammoth profits into the customer service experience. 'cause we don't care.
14115,681679273,negative,USER-MENTION omg answer your phone i have been on hold for 1.5 hours. cancelled flighted flights suck
14116,681679274,negative,USER-MENTION we are through. i can quit you. i am. the nonsense &amp; lies are a colossal infringement you can no longer get away with
14117,681679275,negative,"USER-MENTION 719. looks like we are about to get going, finally!"
14118,681679276,negative,"USER-MENTION USER-MENTION no, you couldn't care less. that's why their customer service is run by bots"
14119,681679277,negative,USER-MENTION pls tell me how to get a person on the phone asap
14120,681679278,negative,USER-MENTION i have a cancelled flighted flight tomorrow morning and the 800 number did nothing! please! i just want to go home!
14121,681679279,neutral,USER-MENTION you wont allow calls? my husband has a ticket but it looks like all the seats are taken? i cant even call.
14122,681679280,negative,USER-MENTION yes but we have to get home tomorrow!!!! please
14123,681679281,negative,USER-MENTION unfriendly unhelpful agents. unannounced gate changes. delayed flight that we found out about by word of mouth
14124,681679282,negative,USER-MENTION flight 3056 still sitting at dfw waiting for baggage to be loaded
14125,681679283,negative,USER-MENTION i tried several times to select seats. the only ones ever available would've cost me $30 extra per seat.
14126,681679284,negative,USER-MENTION we need a miracle USER-MENTION please help flight 1228 get out of here by 640 fingerscrossed pleasegod missmykids
14127,681679285,neutral,USER-MENTION 3198 to aex. is it still going?
14128,681679286,negative,USER-MENTION i do not want to stay overnight at this airport! i have been here since 11 am this morning!
14129,681679287,negative,USER-MENTION finally about to take off! thanks for the customer service by the g8 reps @ c17 @ ctl. any idea what caused the system failure?
14130,681679288,negative,USER-MENTION trying to rebook a flight with you because of cancelled flightlation is a nightmare. i was hung up on once. can you help me rebook?
14131,681679289,negative,"USER-MENTION i have tried getting help from agents, the phone, twitter, and fb. can no one at american airlines help me?"
14132,681679290,negative,USER-MENTION close down
14133,681679291,positive,USER-MENTION it was 1265 coming and next catching 2396 home to dca. let's get another great leg too tonight!
14134,681679292,positive,USER-MENTION i appreciate your apology. sincerely. thank you. that's really all i ever wanted to begin with.
14135,681679293,negative,USER-MENTION aa 100 - good job overselling this flight. delayed 90 minutes to deplane the overflow passengers' bags.
14136,681679294,negative,USER-MENTION i ve been on the line waiting for 40 minutes again.
14137,681679295,negative,USER-MENTION you know nothing about customer service and i'll make sure everyone knows it
14138,681679296,negative,USER-MENTION i understand flight cancelled flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
14139,681679297,negative,USER-MENTION now i have to pay for a hotel a car ride miss classes which i pay 30k for and miss work and you tell me to talk to someone
14140,681679299,negative,USER-MENTION your 1800 kept hanging up on me and made me miss a second flight
14141,681679300,negative,USER-MENTION yeah that's not helping. having my bag shipped to the correct city the first time probably would have helped.
14142,681679301,negative,USER-MENTION i did 50 times and no one was helpful i'm missing work nd school nd the manager rem from mia told me he didn't want to talk us
14143,681679302,negative,USER-MENTION my flight to USER-MENTION was cancelled flightled. mess ensued. please thank the awesome marcos (concierge key @ gru) for sorting it out!
14144,681679303,negative,USER-MENTION i haven't been rebooked. i called and left my number for a callback but haven't heard anything and my flight is tomorrow. emo-neg
14145,681679304,negative,USER-MENTION not enough push crews for jfk = 1.5 he delay and counting
14146,681679305,negative,USER-MENTION i cannot believe how long flight 759 phi is taking. i know it's us airways but you own it. i would really like to get home.
14147,681679306,negative,USER-MENTION hopefully you guys are willing to cover my lovely car rental and living charges i love being here for two extra days
14148,681679307,negative,USER-MENTION same as yesterday's cancelled flighted flight. aa104. your customer support is just awful!
14149,681679308,negative,USER-MENTION big surprise flight 2330 is delayed. hopefully not for 6 hours like our flight here. thanks again for a sleepless night.
14150,681679309,negative,USER-MENTION really? not even worthy of a response. this is beginning of a social media alert to the world that aa and USER-MENTION are useles
14151,681679310,negative,USER-MENTION hi aa friends! my sis's flight aa362 dfw&gt;&gt;mke was cancelled flighted due to weather. any way you can help here? what are her options?
14152,681679311,negative,USER-MENTION is that something the crew on the current leg can request of the gate team on the next leg?
14153,681679312,negative,USER-MENTION i have not. there's no option for even getting a call back!
14154,681679313,negative,USER-MENTION tomorrows flight cancelled flighted. i understand. three hour wait for a call back and now 60 minutes on hold. not cool.
14155,681679314,negative,USER-MENTION all flights cancelled flighted tomorrow and that means i'm stranded at the airport for the night wow.
14156,681679315,negative,USER-MENTION how hard is it to have catering ready to go?
14157,681679316,negative,USER-MENTION why does your iphone app not have any sort of notifications option?
14158,681679317,negative,USER-MENTION this is unbelievable and unacceptable. flight 293. jfk. everyone at the gate is upset as most of us have been here all day.
14159,681679318,negative,"USER-MENTION i made my flight but then still had no update emails when i landed, no info ever sent on that or second flight. losing my biz."
14160,681679319,negative,USER-MENTION flight 3056 dfw still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting
14161,681679320,negative,USER-MENTION i still am not on a flight. ive been here allll day and now we're not boarding because we're waiting for catering?
14162,681679321,negative,USER-MENTION my husband and 5 year old son stuck overnight in dc thanks to 7 crew members arguing over who was boarding the flight
14163,681679322,negative,USER-MENTION if this is how you guys work then i will never fly with you guys again.
14164,681679323,positive,USER-MENTION versus USER-MENTION in customer service? who will win! for me USER-MENTION is a convenience to a trip to cali &lt;3
14165,681679324,negative,"USER-MENTION agents refuse to help, ""too busy"" &amp; need to call advantage . no one willing to help and apparently being exec plat means zero"
14166,681679325,negative,USER-MENTION fight got cancelled flighted can u help me rebook a flight? call center is too busy to answer calls or even put me on hold yuck
14167,681679326,neutral,USER-MENTION you should be contacting her for a refund - dm me and i will provide phone number
14168,681679327,negative,USER-MENTION ah if only we could get through. we've tried for over 2 hrs. can we call USER-MENTION
14169,681679328,negative,USER-MENTION this is ridiculous! you all really have terrible customer service and a lack of urgency. im convinced.
14170,681679329,negative,"USER-MENTION of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
14171,681679330,negative,USER-MENTION i have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
14172,681679331,negative,USER-MENTION pathetic to have your gate agents lie to my face when you are at fault
14173,681679332,negative,USER-MENTION trying to check in for flight. on line not working &amp; agents too busy to take my call.
14174,681679333,neutral,"USER-MENTION yep, they moved me to 16a as they showed me flying ""standby"
14175,681679334,negative,USER-MENTION understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day
14176,681679335,negative,"USER-MENTION my baggage is lost, my flight cancelled flightled and i get no accommodations? not even to another airline. at least one free hotel?"
14177,681679336,neutral,USER-MENTION i'm on 1024 into dallas. do i have any chance of catching 2238 to boston? do i need to run from gate d6 to a15?.
14178,681679337,negative,USER-MENTION aa i need a hail mary. how do i get from dallas to joplin jln in the next 14 hours. willing to fly to other airports and drive
14179,681679338,negative,USER-MENTION i've been on hold for about 3 and a half hours now. thanks for cancelled flighting my flight and not notifying me.
14180,681679339,negative,USER-MENTION rude gate agent by aa363 ord-lga just now. seems to have a temper. made me check in a bag that fit inside the sizer.
